"BehaviorSpace results (NetLogo 6.2.2)"
"JAN22_SEN1211_recyclingplastic_group5.tmp.nlogo"
"Yes_50% collection"
"01/22/2022 22:37:58:625 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-perc-singles","initial-num-collection-points","show-bottles?","fraction-of-collection","model-version","population","initial-perc-families","fraction-of-technology","total-budget","fraction-of-campaign","recycling-changing-ratio","initial-perc-couples","max-bottles","initial-num-recycling-companies","C-capacity","collection-changing-ratio","R-capacity","[step]","total-collection","total-recycle","rate-recycling"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0.7003104142438877"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","1.1777042078135935"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0.43495081967213095"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","3","0","0","0"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0.7563093668762219"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0.8112928694508807"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.5785914739812488"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","1.1777042078135935"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0.43495081967213095"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0.7003104142438877"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.5785914739812488"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.43495081967213095"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","1.1777042078135935"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0.8112928694508807"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","4","0","0","0.6806588132148681"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0.7563093668762219"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.7003104142438877"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7842551505265459"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.5395883509534967"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.43495081967213095"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","5","0","0","0.6806588132148681"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.8112928694508807"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.7563093668762219"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.7003104142438877"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7842551505265459"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.5395883509534967"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.4685621329359716"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","6","0","0","0.6806588132148681"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7131984310980388"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7842551505265459"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.7563093668762219"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.5395883509534967"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.8112928694508807"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.4685621329359716"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7842551505265459"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7131984310980388"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","7","0","0","0.6806588132148681"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.5395883509534967"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.6683170866006813"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7835630982732945"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.4685621329359716"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.6059194822256464"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7131984310980388"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.998644143723644"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.6683170866006813"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.6059194822256464"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.7386907686949127"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.998644143723644"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","8","0","0","0.7054716551959296"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7131984310980388"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.4685621329359716"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.7386907686949127"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7835630982732945"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.6683170866006813"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.6059194822256464"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","9","0","0","0.7054716551959296"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.18260375789247843"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.998644143723644"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.3009118541033435"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.7386907686949127"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7054716551959296"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.6683170866006813"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.6059194822256464"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","10","0","0","0.7835630982732945"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7054716551959296"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.8252923841119408"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.3009118541033435"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.7386907686949127"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.998644143723644"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.18260375789247843"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.8252923841119408"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.7278658706101244"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.3009118541033435"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.48956043956043954"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.7882336956521739"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.8199518958889342"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","11","0","0","0.7835630982732945"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.18260375789247843"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.7278658706101244"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.3009118541033435"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.8252923841119408"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.7882336956521739"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.8199518958889342"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.18260375789247843"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.48956043956043954"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.7278658706101244"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","12","0","0","0.7283803240162661"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.9339175101007358"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.8252923841119408"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.7882336956521739"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.8199518958889342"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.48956043956043954"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.7278658706101244"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.9339175101007358"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.7871752879597224"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.9592372881355928"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.7882336956521739"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.8199518958889342"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","13","0","0","0.7283803240162661"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.48956043956043954"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.9339175101007358"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.7871752879597224"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.3133646776934029"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.9592372881355928"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.42912442914400184"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.5500310731832663"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.3591713293434554"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.9339175101007358"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.7871752879597224"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","14","0","0","0.7283803240162661"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.9592372881355928"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.3133646776934029"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.42912442914400184"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.3591713293434554"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.5500310731832663"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.8294079715828246"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.7871752879597224"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.9592372881355928"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.3133646776934029"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","18","0","0","0.42912442914400184"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","15","0","0","0.7283803240162661"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.3591713293434554"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.5500310731832663"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.8294079715828246"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.5355263157894737"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","23","0","0","0.3591713293434554"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.3133646776934029"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","19","0","0","0.42912442914400184"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.6945785610845798"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.8294079715828246"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","23","0","0","0.5500310731832663"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","16","0","0","0.521243273033754"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","24","0","0","0.7789739391065161"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","1.033279814656219"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.5355263157894737"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","20","0","0","0.3224013157894738"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.6945785610845798"
"3","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","24","0","0","0.6963908666674352"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","23","0","0","0.8294079715828246"
"1","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","17","0","0","0.521243273033754"
"8","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","25","0","0","0.7789739391065161"
"5","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","1.033279814656219"
"2","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.5355263157894737"
"4","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","21","0","0","0.3224013157894738"
"6","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","22","0","0","0.6945785610845798"
"7","0.5","5","true","0.5","yes-policy","100","0.2","0.25","1000","0.25","1","0.3","10000000","2","1000","2","1000","24","0","0","0.8932758620689656"
